key,true_angle,pred_angle,usage
center,-0.07511737,0.05082569271326065,none
right,-0.27511737,-0.15358467400074005,none
left,0.12488263000000001,0.0880725234746933,none
center,-0.07511737,-0.02901110053062439,none
right,-0.27511737,-0.07020933926105499,none
left,0.12488263000000001,0.1501687616109848,none
center,-0.07511737,-0.010859288275241852,none
right,-0.27511737,-0.07930214703083038,none
left,0.12488263000000001,0.13211756944656372,none
center,-0.07511737,0.00394725427031517,none
right,-0.27511737,-0.10466969013214111,none
left,0.12488263000000001,0.10567106306552887,none
center,-0.07511737,-0.01812010630965233,none
right,-0.27511737,-0.10119250416755676,none
left,0.12488263000000001,0.12540286779403687,train
center,-0.07511737,2.1509826183319092e-05,none
right,-0.27511737,-0.07801656424999237,none
left,0.12488263000000001,0.09704546630382538,none
center,-0.07511737,0.03764877840876579,none
right,-0.27511737,-0.10942013561725616,train
left,0.12488263000000001,0.08276160061359406,none
center,-0.07511737,0.028432171791791916,none
right,-0.27511737,-0.12004658579826355,none
left,0.12488263000000001,0.1086752712726593,none
center,-0.07511737,-0.00024322792887687683,none
right,-0.27511737,-0.10982607305049896,none
left,0.12488263000000001,0.1666313111782074,none
center,-0.07511737,0.026316627860069275,none
right,-0.27511737,-0.14117790758609772,none
left,0.12488263000000001,0.16831345856189728,none
center,-0.07511737,0.030107799917459488,none
right,-0.27511737,-0.24835090339183807,none
left,0.12488263000000001,0.08953933417797089,none
center,-0.07511737,0.012701854109764099,none
right,-0.27511737,-0.12350694835186005,none
left,0.12488263000000001,0.03579709306359291,none
center,-0.07511737,0.01909269019961357,none
right,-0.27511737,-0.16418680548667908,none
left,0.12488263000000001,0.07050780951976776,none
center,-0.07511737,0.02234853059053421,none
right,-0.27511737,-0.09268613159656525,none
left,0.12488263000000001,0.040997859090566635,none
center,-0.07511737,0.0036330297589302063,none
right,-0.27511737,-0.24207647144794464,none
left,0.12488263000000001,0.040355946868658066,none
center,-0.07511737,0.03269222006201744,none
right,-0.27511737,-0.12176592648029327,none
left,0.14366197000000003,0.07622974365949631,none
center,-0.05633803,0.0374908447265625,none
right,-0.25633803,-0.10104069113731384,none
left,0.15305164000000002,0.08573223650455475,none
center,-0.04694836,-0.010162509977817535,none
right,-0.24694836,-0.20270831882953644,none
left,0.15305164000000002,0.09405632317066193,none
center,-0.04694836,0.04018534719944,none
right,-0.24694836,-0.13866201043128967,none
left,0.15305164000000002,0.06119750440120697,none
center,-0.04694836,0.006234593689441681,none
right,-0.24694836,-0.11019222438335419,none
left,0.15305164000000002,0.1042741984128952,none
center,-0.04694836,-0.03289709612727165,none
right,-0.24694836,-0.21640487015247345,train
left,0.15305164000000002,0.04873795434832573,none
center,-0.04694836,0.007249429821968079,none
right,-0.24694836,-0.11449633538722992,none
left,0.15305164000000002,0.06427715718746185,none
center,-0.04694836,0.029745057225227356,none
right,-0.24694836,-0.21094350516796112,none
left,0.15305164000000002,0.11217048764228821,none
center,-0.04694836,0.09568998217582703,none
right,-0.24694836,-0.1412786990404129,none
left,0.15305164000000002,-0.06963193416595459,none
center,-0.04694836,0.07799571752548218,none
right,-0.24694836,-0.11433212459087372,none
left,0.15305164000000002,-0.04527542367577553,none
center,-0.04694836,-0.050615426152944565,none
right,-0.24694836,-0.0779668539762497,none
left,0.15305164000000002,0.06834414601325989,none
center,-0.04694836,0.010906387120485306,none
right,-0.24694836,-0.0680500864982605,none
left,0.14366197000000003,-0.17995277047157288,train
center,-0.05633803,-0.08084286749362946,none
right,-0.25633803,-0.09385880827903748,none
left,0.12488263000000001,0.0035292543470859528,none
center,-0.07511737,-0.06621293723583221,none
right,-0.27511737,-0.07679043710231781,none
left,0.09671360000000001,0.006963614374399185,none
center,-0.1032864,-0.015764113515615463,none
right,-0.3032864,-0.1342504471540451,none
left,0.05915490000000001,-0.009515862911939621,none
center,-0.1408451,-0.023412350565195084,none
right,-0.3408451,-0.17206038534641266,none
left,0.05446010000000001,0.018504176288843155,none
center,-0.1455399,-0.012924909591674805,none
right,-0.3455399,-0.15620483458042145,none
left,0.04507040000000001,0.04987027496099472,none
center,-0.1549296,0.0030161067843437195,none
right,-0.3549296,-0.13132235407829285,none
left,0.04507040000000001,-0.05131226405501366,none
center,-0.1549296,0.05824415758252144,none
right,-0.3549296,-0.06575509905815125,train
left,0.04507040000000001,0.044915180653333664,none
center,-0.1549296,0.029859144240617752,none
right,-0.3549296,-0.031031403690576553,valid
left,0.04507040000000001,0.04524127393960953,none
center,-0.1549296,-0.006131041795015335,none
right,-0.3549296,-0.09772968292236328,none
left,0.04507040000000001,0.04239323362708092,none
center,-0.1549296,0.0664169192314148,none
right,-0.3549296,-0.28428322076797485,train
left,0.06854460000000001,-0.01221366599202156,none
center,-0.1314554,0.09962977468967438,valid
right,-0.3314554,-0.00031304359436035156,valid
left,0.08262910000000001,0.025943834334611893,none
center,-0.1173709,-0.07008863985538483,none
right,-0.3173709,-0.006520971655845642,none
left,0.11079812000000001,-0.02987835183739662,none
center,-0.08920188,-0.011091064661741257,none
right,-0.28920188,-0.03320841118693352,none
left,0.13896713,0.06993849575519562,none
center,-0.06103287,0.07846914976835251,none
right,-0.26103287000000003,-0.08426454663276672,none
left,0.14835681,-0.00102195143699646,none
center,-0.05164319,0.1125282496213913,none
right,-0.25164319,-0.06051981821656227,none
left,0.14835681,0.0754537284374237,none
center,-0.05164319,0.04921593889594078,none
right,-0.25164319,-0.0944841057062149,none
left,0.14835681,0.12534594535827637,none
center,-0.05164319,-0.003148164600133896,none
right,-0.25164319,-0.004205003380775452,none
left,0.14835681,-0.0673215389251709,none
center,-0.05164319,0.09869185090065002,none
right,-0.25164319,-0.04956873133778572,none
left,0.14835681,-0.05146325007081032,none
center,-0.05164319,-0.06928324699401855,none
right,-0.25164319,-0.14806441962718964,none
left,0.14835681,0.019016407430171967,none
center,-0.05164319,-0.007493659853935242,none
right,-0.25164319,-0.08204461634159088,none
left,0.14835681,-0.045323144644498825,none
center,-0.05164319,-0.03544899821281433,none
right,-0.25164319,-0.050522226840257645,none
left,0.14835681,0.027272317558526993,none
center,-0.05164319,0.010416828095912933,none
right,-0.25164319,-0.13337479531764984,none
left,0.14835681,0.16817492246627808,none
center,-0.05164319,0.01769496127963066,none
right,-0.25164319,-0.20212338864803314,none
left,0.14835681,0.0978548526763916,none
center,-0.05164319,0.08900150656700134,none
right,-0.25164319,-0.09610529243946075,none
left,0.14835681,-0.03492143005132675,none
center,-0.05164319,0.08313468098640442,none
right,-0.25164319,-0.0646716058254242,none
left,0.14835681,0.15880559384822845,none
center,-0.05164319,0.06255369633436203,none
right,-0.25164319,0.010241523385047913,none
left,0.14835681,-0.12594732642173767,none
center,-0.05164319,0.10478830337524414,none
right,-0.25164319,0.0120307058095932,none
left,0.14835681,-0.06908099353313446,none
center,-0.05164319,0.07646910846233368,none
right,-0.25164319,-0.07201534509658813,none
left,0.15305164000000002,-0.020873602479696274,none
center,-0.04694836,-0.0021223127841949463,none
right,-0.24694836,-0.14761927723884583,none
left,0.15305164000000002,-0.046834442764520645,none
center,-0.04694836,-0.0814661979675293,none
right,-0.24694836,-0.11323700845241547,none
left,0.15305164000000002,0.006361577659845352,none
center,-0.04694836,-0.07573916018009186,none
right,-0.24694836,-0.19548821449279785,none
left,0.15305164000000002,-0.03003443405032158,none
center,-0.04694836,-0.01531888172030449,none
right,-0.24694836,-0.08981461822986603,none
left,0.15305164000000002,0.015724502503871918,train
center,-0.04694836,-0.013218794018030167,none
right,-0.24694836,-0.12762048840522766,none
left,0.13896713,-0.034391093999147415,none
center,-0.06103287,0.008709657937288284,none
right,-0.26103287000000003,-0.24893014132976532,none
left,0.12957746,-0.05098912492394447,none
center,-0.07042254,0.008926831185817719,none
right,-0.27042254,-0.1875639408826828,none
left,0.12957746,0.006751704961061478,none
center,-0.07042254,-0.02373846247792244,none
right,-0.27042254,-0.18483780324459076,none
left,0.12957746,-0.005345892161130905,none
center,-0.07042254,-0.09227576851844788,none
right,-0.27042254,-0.29853177070617676,none
left,0.12957746,-0.047943633049726486,none
center,-0.07042254,-0.048524562269449234,none
right,-0.27042254,-0.32452699542045593,none
left,0.12957746,-0.05845289304852486,none
center,-0.07042254,-0.11888234317302704,none
right,-0.27042254,-0.29247909784317017,none
left,0.12957746,-0.13996274769306183,none
center,-0.07042254,-0.07083967328071594,none
right,-0.27042254,-0.2299799621105194,train
left,0.12957746,-0.06915676593780518,none
center,-0.07042254,-0.0835656225681305,none
right,-0.27042254,-0.2613206207752228,none
left,0.12957746,-0.0574042983353138,none
center,-0.07042254,-0.04028049111366272,none
right,-0.27042254,-0.300761878490448,none
left,0.12957746,-0.11045421659946442,none
center,-0.07042254,-0.10185754299163818,none
right,-0.27042254,-0.21222780644893646,none
left,0.12957746,-0.044781509786844254,none
center,-0.07042254,-0.12546053528785706,none
right,-0.27042254,-0.17941762506961823,none
left,0.12957746,0.15196076035499573,none
center,-0.07042254,-0.07806333899497986,none
right,-0.27042254,-0.2937365770339966,none
left,0.12957746,0.13296614587306976,none
center,-0.07042254,-0.04176957532763481,none
right,-0.27042254,-0.2910950779914856,none
left,0.12957746,-0.005334489047527313,none
center,-0.07042254,-0.12215164303779602,none
right,-0.27042254,-0.2934328317642212,none
left,0.12957746,0.014851652085781097,none
center,-0.07042254,-0.1308857500553131,none
right,-0.27042254,-0.24122373759746552,none
left,0.12957746,0.0008753351867198944,none
center,-0.07042254,-0.08737587928771973,valid
right,-0.27042254,-0.2937932014465332,none
left,0.12957746,0.034845322370529175,none
center,-0.07042254,-0.08790476620197296,none
right,-0.27042254,-0.22033287584781647,none
left,0.12957746,-0.007643707096576691,none
center,-0.07042254,-0.07560102641582489,none
right,-0.27042254,-0.23207373917102814,none
left,0.12957746,-0.04091959074139595,none
center,-0.07042254,-0.12756209075450897,none
right,-0.27042254,-0.2721761465072632,none
left,0.12957746,-0.04588047042489052,none
center,-0.07042254,-0.09600839018821716,none
right,-0.27042254,-0.18744473159313202,none
left,0.12957746,-0.036726467311382294,none
center,-0.07042254,-0.09041048586368561,none
right,-0.27042254,-0.2159508764743805,none
left,0.12957746,-0.024491075426340103,none
center,-0.07042254,-0.12785011529922485,none
right,-0.27042254,-0.2550986707210541,none
left,0.12957746,-0.03232354670763016,none
center,-0.07042254,-0.09392336010932922,none
right,-0.27042254,-0.23799435794353485,none
left,0.12957746,-0.018274936825037003,none
center,-0.07042254,-0.18966169655323029,none
right,-0.27042254,-0.19865234196186066,none
left,0.12957746,0.027461428195238113,none
center,-0.07042254,-0.12114329636096954,none
right,-0.27042254,-0.26625052094459534,valid
left,0.12957746,-0.06671358644962311,none
center,-0.07042254,-0.1813916116952896,none
right,-0.27042254,-0.26053285598754883,train
left,0.12957746,-0.02993439882993698,none
center,-0.07042254,-0.11933071911334991,none
right,-0.27042254,-0.25183239579200745,none
left,0.12957746,-0.004306521266698837,none
center,-0.07042254,-0.15655221045017242,none
right,-0.27042254,-0.2811731696128845,none
left,0.12957746,0.013047326356172562,none
center,-0.07042254,-0.15620802342891693,none
right,-0.27042254,-0.3027482032775879,none
left,0.12957746,0.014931652694940567,none
center,-0.07042254,-0.09812068939208984,none
right,-0.27042254,-0.23619742691516876,none
left,0.09671360000000001,0.035204801708459854,none
center,-0.1032864,-0.10601626336574554,none
right,-0.3032864,-0.2566186785697937,train
left,0.09671360000000001,0.02976614236831665,none
center,-0.1032864,-0.12943100929260254,none
right,-0.3032864,-0.2403305023908615,none
left,0.09671360000000001,-0.00908586010336876,none
center,-0.1032864,-0.11971521377563477,none
right,-0.3032864,-0.2571253776550293,none
left,0.09671360000000001,0.06655564904212952,none
center,-0.1032864,-0.12187255918979645,none
right,-0.3032864,-0.326389878988266,none
left,0.09671360000000001,0.05457466468214989,none
center,-0.1032864,-0.08403998613357544,none
right,-0.3032864,-0.2603117823600769,none
left,0.09671360000000001,0.011763278394937515,none
center,-0.1032864,-0.016434982419013977,none
right,-0.3032864,-0.24256913363933563,none
left,0.09671360000000001,0.10027642548084259,none
center,-0.1032864,-0.08251655101776123,none
right,-0.3032864,-0.2491386979818344,none
left,0.09671360000000001,0.02471879869699478,none
center,-0.1032864,-0.05436433479189873,none
right,-0.3032864,-0.21105681359767914,none
left,0.09671360000000001,0.02141905203461647,train
center,-0.1032864,-0.07015849649906158,none
right,-0.3032864,-0.1918860226869583,none
left,0.09671360000000001,0.0007168762385845184,none
center,-0.1032864,-0.10682441294193268,none
right,-0.3032864,-0.22294190526008606,none
left,0.09671360000000001,-0.010194342583417892,valid
center,-0.1032864,-0.1222020834684372,none
right,-0.3032864,-0.2863914370536804,train
left,0.09671360000000001,0.07609853148460388,none
center,-0.1032864,-0.142751082777977,none
right,-0.3032864,-0.26613205671310425,none
left,0.09671360000000001,0.05393478646874428,none
center,-0.1032864,-0.06890718638896942,none
right,-0.3032864,-0.2776479423046112,train
left,0.09671360000000001,-0.022763527929782867,none
center,-0.1032864,-0.12824273109436035,none
right,-0.3032864,-0.2947503626346588,none
left,0.09671360000000001,0.030943382531404495,none
center,-0.1032864,-0.1093808263540268,none
right,-0.3032864,-0.2561100721359253,none
left,0.11079812000000001,0.05122988671064377,none
center,-0.08920188,-0.0850875973701477,none
right,-0.28920188,-0.2454008311033249,none
left,0.12018779000000002,0.039101433008909225,none
center,-0.07981221,-0.08496472239494324,none
right,-0.27981221,-0.23155544698238373,none
left,0.13896713,-0.009881585836410522,none
center,-0.06103287,-0.030714984983205795,none
right,-0.26103287000000003,-0.24904273450374603,none
left,0.13896713,0.07457433640956879,none
center,-0.06103287,-0.07357068359851837,none
right,-0.26103287000000003,-0.21392042934894562,none
left,0.13896713,0.09158143401145935,none
center,-0.06103287,-0.0568712092936039,none
right,-0.26103287000000003,-0.24982960522174835,none
left,0.14835681,0.028945285826921463,none
center,-0.05164319,-0.09262955188751221,none
right,-0.25164319,-0.2055184692144394,none
left,0.14835681,0.04570866748690605,none
center,-0.05164319,-0.061682526022195816,none
right,-0.25164319,-0.18831565976142883,none
left,0.14835681,0.012277651578187943,none
center,-0.05164319,-0.10519403219223022,none
right,-0.25164319,-0.16455090045928955,none
left,0.14835681,0.059532929211854935,none
center,-0.05164319,-0.03613573685288429,none
right,-0.25164319,-0.22448109090328217,none
left,0.14835681,-0.0017733313143253326,none
center,-0.05164319,-0.037524476647377014,train
right,-0.25164319,-0.3244141936302185,none
left,0.14835681,0.04791540279984474,none
center,-0.05164319,-0.006957795470952988,none
right,-0.25164319,-0.24078695476055145,none
left,0.14835681,0.004767011851072311,none
center,-0.05164319,-0.04398634657263756,none
right,-0.25164319,-0.2371119111776352,none
left,0.14835681,0.09079909324645996,none
center,-0.05164319,-0.04844498261809349,none
right,-0.25164319,-0.1801564246416092,none
left,0.14835681,0.028587836772203445,none
center,-0.05164319,-0.002494294196367264,none
right,-0.25164319,-0.22687195241451263,none
left,0.14835681,0.07507045567035675,none
center,-0.05164319,-0.06224054470658302,none
right,-0.25164319,-0.20428960025310516,none
left,0.14835681,0.05093611404299736,none
center,-0.05164319,-0.08751122653484344,none
right,-0.25164319,-0.22979648411273956,none
left,0.14835681,0.0788506269454956,none
center,-0.05164319,-0.02263854444026947,none
right,-0.25164319,-0.22098328173160553,none
left,0.14835681,0.049118440598249435,none
center,-0.05164319,-0.08811204135417938,none
right,-0.25164319,-0.2454300969839096,none
left,0.14835681,0.052395712584257126,none
center,-0.05164319,-0.08841651678085327,none
right,-0.25164319,-0.26327943801879883,none
left,0.14835681,0.07913076877593994,none
center,-0.05164319,-0.05964674428105354,none
right,-0.25164319,-0.29655328392982483,none
left,0.14835681,0.11529119312763214,train
center,-0.05164319,-0.09144136309623718,none
right,-0.25164319,-0.27184441685676575,none
left,0.14835681,0.021812673658132553,none
center,-0.05164319,-0.13584184646606445,none
right,-0.25164319,-0.23258714377880096,none
left,0.14835681,0.04367219656705856,none
center,-0.05164319,-0.12211552262306213,none
right,-0.25164319,-0.27912166714668274,none
left,0.14835681,0.08017295598983765,none
center,-0.05164319,-0.085151806473732,none
right,-0.25164319,-0.21563632786273956,train
left,0.14835681,-0.022264011204242706,none
center,-0.05164319,-0.12324351072311401,none
right,-0.25164319,-0.1695868819952011,none
left,0.13896713,0.05773162096738815,none
center,-0.06103287,-0.155353382229805,none
right,-0.26103287000000003,-0.20608682930469513,none
left,0.11079812000000001,0.015097659081220627,none
center,-0.08920188,-0.06702794134616852,none
right,-0.28920188,-0.18843530118465424,none
left,0.11079812000000001,0.08271901309490204,none
center,-0.08920188,-0.1770644336938858,none
right,-0.28920188,-0.23273707926273346,none
left,0.11079812000000001,0.07316730916500092,none
center,-0.08920188,-0.10352392494678497,none
right,-0.28920188,-0.13909956812858582,none
left,0.11079812000000001,-0.0035312995314598083,none
center,-0.08920188,-0.1686340719461441,valid
right,-0.28920188,-0.0958581417798996,valid
left,0.11079812000000001,0.08319133520126343,none
center,-0.08920188,-0.07523255050182343,none
right,-0.28920188,-0.2459353357553482,none
left,0.11079812000000001,0.04037681594491005,none
center,-0.08920188,-0.13724111020565033,train
right,-0.28920188,-0.25782883167266846,none
left,0.11079812000000001,0.03256787359714508,train
center,-0.08920188,-0.11008736491203308,none
right,-0.28920188,-0.24935917556285858,none
left,0.11079812000000001,0.0404059961438179,none
center,-0.08920188,-0.06660507619380951,none
right,-0.28920188,-0.24200980365276337,none
left,0.11079812000000001,0.08559548854827881,none
center,-0.08920188,-0.1008819043636322,train
right,-0.28920188,-0.25014951825141907,none
left,0.11079812000000001,0.12372703850269318,none
center,-0.08920188,-0.06278344988822937,none
right,-0.28920188,-0.18403689563274384,none
left,0.11079812000000001,0.08895617723464966,none
center,-0.08920188,0.05476043373346329,none
right,-0.28920188,-0.170479416847229,none
left,0.11079812000000001,0.09241242706775665,none
center,-0.08920188,-0.06472240388393402,none
right,-0.28920188,-0.21689225733280182,none
left,0.11079812000000001,0.09627880156040192,none
center,-0.08920188,0.05782310664653778,none
right,-0.28920188,-0.1966646909713745,none
left,0.11079812000000001,0.155873641371727,none
center,-0.08920188,0.0310233011841774,none
right,-0.28920188,-0.21786682307720184,none
left,0.11079812000000001,0.13823020458221436,train
center,-0.08920188,0.047326188534498215,none
right,-0.28920188,-0.2511109709739685,none
left,0.11079812000000001,0.1311950981616974,none
center,-0.08920188,0.07278242707252502,none
right,-0.28920188,-0.22479872405529022,none
left,0.11079812000000001,0.08846910297870636,none
center,-0.08920188,0.038756534457206726,none
right,-0.28920188,-0.20489804446697235,none
left,0.11079812000000001,0.10222771763801575,none
center,-0.08920188,0.051736410707235336,train
right,-0.28920188,-0.23152709007263184,none
left,0.11079812000000001,0.11541295051574707,none
center,-0.08920188,0.06677165627479553,none
right,-0.28920188,-0.18377183377742767,none
left,0.11079812000000001,0.1102440357208252,none
center,-0.08920188,0.05855480954051018,none
right,-0.28920188,-0.19361612200737,none
left,0.11079812000000001,0.1162213534116745,none
center,-0.08920188,0.14502914249897003,train
right,-0.28920188,-0.10827714204788208,none
left,0.11079812000000001,0.12596014142036438,none
center,-0.08920188,0.12657539546489716,none
right,-0.28920188,-0.1763618439435959,none
left,0.11079812000000001,0.1728242039680481,none
center,-0.08920188,0.10407856106758118,none
right,-0.28920188,-0.2720550000667572,none
left,0.11079812000000001,0.1428583562374115,none
center,-0.08920188,0.022377315908670425,none
right,-0.28920188,-0.15637336671352386,none
left,0.12018779000000002,0.17078568041324615,none
center,-0.07981221,0.015663057565689087,none
right,-0.27981221,-0.079602912068367,none
left,0.1342723,0.18832968175411224,none
center,-0.0657277,0.08869877457618713,none
right,-0.2657277,-0.11163128912448883,none
left,0.13896713,0.1597900539636612,none
center,-0.06103287,0.06657259166240692,none
right,-0.26103287000000003,-0.06352049112319946,none
left,0.14835681,0.20279090106487274,none
center,-0.05164319,0.05720360949635506,none
right,-0.25164319,-0.06867215037345886,none
left,0.15305164000000002,0.19932182133197784,none
center,-0.04694836,0.05111546441912651,none
right,-0.24694836,-0.10745106637477875,none
left,0.16713615,0.18181000649929047,none
center,-0.03286385,0.07708843052387238,none
right,-0.23286385,-0.04275903478264809,none
left,0.17652582,0.19352413713932037,none
center,-0.02347418,0.08412478864192963,none
right,-0.22347418000000002,-0.07331815361976624,none
left,0.18122066,0.19903384149074554,none
center,-0.01877934,0.09289513528347015,none
right,-0.21877934000000002,-0.027058180421590805,none
left,0.18122066,0.1680411547422409,none
center,-0.01877934,0.08974853157997131,none
right,-0.21877934000000002,-0.07256688177585602,none
left,0.18122066,0.20280513167381287,none
center,-0.01877934,0.08714248239994049,none
right,-0.21877934000000002,-0.07932640612125397,none
left,0.18122066,0.16662947833538055,none
center,-0.01877934,0.09493142366409302,none
right,-0.21877934000000002,-0.05139574781060219,none
left,0.18122066,0.1630168855190277,none
center,-0.01877934,0.12013767659664154,none
right,-0.21877934000000002,-0.036766696721315384,none
left,0.18122066,0.1358403116464615,none
center,-0.01877934,0.1143442839384079,none
right,-0.21877934000000002,-0.033148378133773804,none
left,0.18122066,0.17861247062683105,none
center,-0.01877934,0.09357605874538422,none
right,-0.21877934000000002,-0.05303852632641792,none
left,0.18122066,0.1352020502090454,none
center,-0.01877934,0.12116682529449463,none
right,-0.21877934000000002,-0.05905004218220711,none
left,0.18122066,0.1670813113451004,train
center,-0.01877934,0.09391343593597412,none
right,-0.21877934000000002,-0.24129338562488556,none
left,0.18122066,0.047956306487321854,none
center,-0.01877934,0.07719878852367401,none
right,-0.21877934000000002,-0.04214857891201973,none
left,0.18122066,0.1374647468328476,none
center,-0.01877934,0.05797839164733887,none
right,-0.21877934000000002,-0.00471670925617218,none
left,0.18122066,0.13399569690227509,none
center,-0.01877934,0.08254344761371613,none
right,-0.21877934000000002,-0.039419375360012054,none
left,0.18122066,0.13509711623191833,none
center,-0.01877934,0.09275482594966888,none
right,-0.21877934000000002,-0.019051309674978256,none
left,0.18122066,0.13985982537269592,none
center,-0.01877934,0.054096948355436325,none
right,-0.21877934000000002,-0.08102288842201233,none
left,0.18122066,0.1559574455022812,none
center,-0.01877934,0.09372913837432861,none
right,-0.21877934000000002,-0.05970235541462898,none
left,0.18122066,0.1998782902956009,none
center,-0.01877934,0.04956674575805664,none
right,-0.21877934000000002,-0.10715702176094055,none
left,0.18122066,0.14797605574131012,none
center,-0.01877934,0.018750637769699097,none
right,-0.21877934000000002,-0.1550586074590683,none
left,0.18122066,0.14611653983592987,none
center,-0.01877934,0.054706085473299026,train
right,-0.21877934000000002,-0.12035413086414337,none
left,0.18122066,0.14285781979560852,none
center,-0.01877934,0.02977583184838295,none
right,-0.21877934000000002,-0.1837872415781021,none
left,0.18122066,0.1698910892009735,none
center,-0.01877934,0.032457586377859116,none
right,-0.21877934000000002,-0.17838157713413239,none
left,0.18122066,0.14755502343177795,none
center,-0.01877934,0.07738779485225677,none
right,-0.21877934000000002,-0.219795361161232,none
left,0.18122066,0.1324279010295868,none
center,-0.01877934,0.03412589058279991,none
right,-0.21877934000000002,-0.1863868683576584,none
left,0.18122066,0.12791812419891357,none
center,-0.01877934,0.06621655821800232,none
right,-0.21877934000000002,-0.2300521284341812,none
left,0.18122066,0.139958918094635,none
center,-0.01877934,0.08925621211528778,none
right,-0.21877934000000002,-0.16236014664173126,none
left,0.17183099000000002,0.12853357195854187,none
center,-0.02816901,0.08009757101535797,none
right,-0.22816901,-0.16625775396823883,none
left,0.15774648000000002,0.153678759932518,train
center,-0.04225352,0.0125199593603611,none
right,-0.24225352,-0.18595363199710846,none
left,0.15774648000000002,0.1298861801624298,none
center,-0.04225352,-0.007975619286298752,none
right,-0.24225352,-0.22569629549980164,none
left,0.15774648000000002,0.15536317229270935,none
center,-0.04225352,0.006624635308980942,none
right,-0.24225352,-0.21511892974376678,none
left,0.15774648000000002,0.1560557335615158,none
center,-0.04225352,-0.00574362650513649,none
right,-0.24225352,-0.21551145613193512,none
left,0.15774648000000002,0.15555216372013092,none
center,-0.04225352,-0.0170062854886055,none
right,-0.24225352,-0.1665952056646347,none
left,0.15774648000000002,0.1418786346912384,none
center,-0.04225352,0.011355113238096237,none
right,-0.24225352,-0.23585735261440277,none
left,0.15774648000000002,0.16626812517642975,none
center,-0.04225352,0.054055217653512955,none
right,-0.24225352,-0.23296494781970978,none
left,0.14366197000000003,0.14141397178173065,none
center,-0.05633803,0.005586192011833191,none
right,-0.25633803,-0.17917536199092865,none
left,0.12957746,0.14714555442333221,none
center,-0.07042254,0.025605816394090652,none
right,-0.27042254,-0.19752590358257294,none
left,0.12957746,0.19132240116596222,none
center,-0.07042254,0.049117058515548706,none
right,-0.27042254,-0.23503534495830536,none
left,0.12957746,0.13050329685211182,none
center,-0.07042254,-0.006870873272418976,none
right,-0.27042254,-0.24586187303066254,none
left,0.12957746,0.10930036008358002,none
center,-0.07042254,0.0250471830368042,none
right,-0.27042254,-0.2049824744462967,none
left,0.12957746,0.1045738160610199,none
center,-0.07042254,0.05094374343752861,none
right,-0.27042254,-0.20694617927074432,none
left,0.12957746,0.1302366703748703,none
center,-0.07042254,0.04767119511961937,none
right,-0.27042254,-0.19041776657104492,none
left,0.12957746,0.11236882209777832,none
center,-0.07042254,0.0262141115963459,none
right,-0.27042254,-0.2225898951292038,none
left,0.12957746,0.13498924672603607,none
center,-0.07042254,0.04688652232289314,none
right,-0.27042254,-0.18816649913787842,none
left,0.12957746,0.13316120207309723,none
center,-0.07042254,0.0321657694876194,none
right,-0.27042254,-0.1888379603624344,none
left,0.12957746,0.11126014590263367,none
center,-0.07042254,0.03322925046086311,none
right,-0.27042254,-0.14851896464824677,none
left,0.12957746,0.1014852374792099,none
center,-0.07042254,0.008147414773702621,none
right,-0.27042254,-0.17094562947750092,none
left,0.12957746,0.14393721520900726,none
center,-0.07042254,0.05781952664256096,none
right,-0.27042254,-0.15195401012897491,none
left,0.12957746,0.11975951492786407,none
center,-0.07042254,0.03235841542482376,none
right,-0.27042254,-0.11927950382232666,none
left,0.12957746,0.13986900448799133,none
center,-0.07042254,-0.0033537931740283966,none
right,-0.27042254,-0.15015403926372528,none
left,0.12957746,0.1289452463388443,none
center,-0.07042254,0.010416444391012192,none
right,-0.27042254,-0.12643110752105713,none
left,0.12957746,0.15009592473506927,none
center,-0.07042254,-0.01200803741812706,none
right,-0.27042254,-0.2312452346086502,none
left,0.12957746,0.11319789290428162,none
center,-0.07042254,0.04714827984571457,none
right,-0.27042254,-0.11694759130477905,none
left,0.12957746,0.13100391626358032,none
center,-0.07042254,0.08724290132522583,none
right,-0.27042254,-0.1770869642496109,none
left,0.12957746,0.12756706774234772,none
center,-0.07042254,0.0771462693810463,none
right,-0.27042254,-0.1701948642730713,none
left,0.1342723,0.13602398335933685,none
center,-0.0657277,-0.0010281093418598175,none
right,-0.2657277,-0.13349327445030212,none
left,0.14835681,0.16344769299030304,none
center,-0.05164319,0.04051569104194641,none
right,-0.25164319,-0.15142692625522614,none
left,0.15305164000000002,0.17453022301197052,none
center,-0.04694836,-0.018420033156871796,none
right,-0.24694836,-0.1700638383626938,valid
left,0.15305164000000002,0.17397688329219818,valid
center,-0.04694836,0.08742709457874298,none
right,-0.24694836,-0.12198103964328766,none
left,0.16244131,0.12724442780017853,none
center,-0.03755869,0.10727602243423462,none
right,-0.23755869000000002,-0.07755286991596222,none
left,0.16244131,0.17798252403736115,none
center,-0.03755869,0.07521526515483856,none
right,-0.23755869000000002,-0.08705005049705505,none
left,0.16713615,0.12444023787975311,none
center,-0.03286385,0.14434762299060822,none
right,-0.23286385,-0.08035393059253693,none
left,0.16713615,0.10914874076843262,train
center,-0.03286385,0.07992333173751831,none
right,-0.23286385,-0.08715040981769562,train
left,0.16713615,0.1409992128610611,none
center,-0.03286385,0.05267701297998428,none
right,-0.23286385,-0.11618170142173767,none
left,0.16713615,0.11708864569664001,none
center,-0.03286385,0.11593031883239746,none
right,-0.23286385,-0.24675746262073517,none
